date,timestamp,year,month,month_name,quarter,day,day_of_year,day_of_week,is_weekend,hour,time_block,load_2024_mw,load_2023_mw,frequency_hz,load_delta_2024_vs_2023_mw,load_delta_2024_vs_2023_pct,daily_peak_load_2024_mw,daily_min_load_2024_mw,daily_avg_load_2024_mw,load_factor_vs_daily_peak,is_daily_peak_hour,is_daily_min_hour,ramp_1h_mw,load_percentile_within_day,is_evening_peak_window,ev_shift_potential_mw,outage_source_month_available,outages_started_hour,outages_active_hour,outage_active_minutes_hour,forced_outages_started_hour,forced_outage_active_minutes_hour,line_clear_started_hour,load_curtailment_started_hour,unique_zones_started_hour,active_zones_hour,high_voltage_started_hour,avg_duration_started_min_hour,outages_total_day,forced_outages_day,line_clear_day,load_curtailment_day,zones_affected_day,high_voltage_outages_day,avg_outage_duration_min_day,top_outage_zone_day,top_outage_zone_count_day,zone_outage_concentration_hhi,grid_stress_index_0_100,charging_window_recommendation,load_curve_source_file,load_data_coverage_note,transformer_outages_started_hour,line_outages_started_hour,avg_transformer_capacity_mva_hour,max_transformer_capacity_mva_hour,avg_line_capacity_kv_hour,max_line_capacity_kv_hour,outage_location_centroid_lat_hour,outage_location_centroid_lon_hour,nearest_ev_distance_km_hour,nearest_ev_distance_km_min_hour,nearest_ev_point_name_hour,likely_resource_for_transformer_hour,resource_total_mu_day,resource_thermal_mu_day,resource_hydro_mu_day,resource_solar_mu_day,resource_cgs_import_mu_day,resource_other_mu_day,resource_thermal_share_day,resource_hydro_share_day,resource_solar_share_day,resource_cgs_import_share_day,dominant_power_resource_day
01/01/24,01/01/24 0:00,2024,1,January,Q1,1,1,Monday,FALSE,0,00:00-01:00,8371.43,7710.950000000001,49.98999999999999,660.4799999999996,0.085654816,14652.46,8100.0325,10877.49645833333,0.5713327318416157,FALSE,FALSE,,0.1666666666666667,FALSE,0,TRUE,2,2,90,1,60,0,0,2,2,0,734.5,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,11.43,recommended,D01JAN2024.xls,Missing load file for: 2024-11-21,0,2,,,66,66,15.0269902,75.1964645,58.819750920147854,58.819750920147854,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 1:00,2024,1,January,Q1,1,1,Monday,FALSE,1,01:00-02:00,8466.16,7321.08,50.03,1145.08,0.1564086173078289,14652.46,8100.0325,10877.49645833333,0.5777978578341112,FALSE,FALSE,94.72999999999956,0.25,FALSE,0,TRUE,1,2,66,1,66,0,0,1,2,1,6,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,16.59,recommended,D01JAN2024.xls,,0,1,,,110,110,16.6230011,76.873402,31.54909796841668,31.54909796841668,ev_node_6128170285,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 2:00,2024,1,January,Q1,1,1,Monday,FALSE,2,02:00-03:00,8100.0325,7166.985000000001,50.05,933.0474999999996,0.1301868916985315,14652.46,8100.0325,10877.49645833333,0.5528104154524224,FALSE,TRUE,-366.1275,0.041666667,FALSE,0,TRUE,2,3,141,0,60,2,0,2,3,2,139.7916666666667,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,5.27,recommended,D01JAN2024.xls,,0,2,,,255,400,15.6784766,75.36633015,55.579107881453474,48.96221597778726,ev_node_5305546325,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 3:00,2024,1,January,Q1,1,1,Monday,FALSE,3,03:00-04:00,8250.695,7054.08,49.985,1196.615,0.169634453,14652.46,8100.0325,10877.49645833333,0.5630928185437803,FALSE,FALSE,150.6624999999995,0.125,FALSE,0,TRUE,1,4,185,1,65,0,0,1,4,1,5,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,10.61,recommended,D01JAN2024.xls,,0,1,,,110,110,16.6645315,76.5204581,55.19008422549899,55.19008422549899,ev_node_6128170285,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 4:00,2024,1,January,Q1,1,1,Monday,FALSE,4,04:00-05:00,8412.3475,7122.645,50.005,1289.702499999999,0.1810707258328892,14652.46,8100.0325,10877.49645833333,0.5741252663375297,FALSE,FALSE,161.6525000000001,0.2083333333333333,FALSE,0,TRUE,2,5,156.5833333333333,2,78,0,0,2,4,2,9,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,16.35,recommended,D01JAN2024.xls,,1,1,20,20,110,110,16.2383885,76.278456,65.73054601822699,53.23427806,ev_node_5305546325,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 5:00,2024,1,January,Q1,1,1,Monday,FALSE,5,05:00-06:00,8616.4125,7530.54,50.015,1085.8725,0.144195835,14652.46,8100.0325,10877.49645833333,0.5880522792759715,FALSE,FALSE,204.0650000000005,0.375,FALSE,0,TRUE,3,4,95,2,76,1,0,2,3,1,15.66666666666667,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,25.71,neutral,D01JAN2024.xls,,0,3,,,80.66666666666667,110,15.3283704,75.1234929,83.93575817366214,83.93575817366214,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 6:00,2024,1,January,Q1,1,1,Monday,FALSE,6,06:00-07:00,9368.3025,7457.88,50.03,1910.4225,0.2561616035656245,14652.46,8100.0325,10877.49645833333,0.6393672120585895,FALSE,FALSE,751.8899999999994,0.5,FALSE,0,TRUE,14,16,298,8,157,2,0,4,4,2,65,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,42.71,neutral,D01JAN2024.xls,,1,13,,,148.92307692307693,220,14.179783899999999,76.42855528888889,113.80113723500507,82.27468593648355,Tata Power TSS Sirsi,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 7:00,2024,1,January,Q1,1,1,Monday,FALSE,7,07:00-08:00,10697.4175,7845.9925,50.085,2851.424999999999,0.3634243851239979,14652.46,8100.0325,10877.49645833333,0.7300765536981504,FALSE,FALSE,1329.115,0.5416666666666666,FALSE,0,TRUE,2,5,202,1,72,1,0,2,3,0,11,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,38.34,neutral,D01JAN2024.xls,,0,2,,,66,66,,,,,,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 8:00,2024,1,January,Q1,1,1,Monday,FALSE,8,08:00-09:00,12353.7775,8985.064999999999,50.04,3368.712500000001,0.3749235536971632,14652.46,8100.0325,10877.49645833333,0.8431196877520908,FALSE,FALSE,1656.360000000001,0.6666666666666666,FALSE,1476.281041666667,TRUE,9,12,329,5,132,4,0,3,4,2,239.4444444444445,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,51.4,neutral,D01JAN2024.xls,,0,9,,,100.22222222222223,220,15.025675216666668,75.70433083333334,78.26071401052926,1.4109575851877196,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 9:00,2024,1,January,Q1,1,1,Monday,FALSE,9,09:00-10:00,13875.8875,9719.61,49.925,4156.2775,0.4276177233448667,14652.46,8100.0325,10877.49645833333,0.947000538,FALSE,FALSE,1522.110000000001,0.8333333333333334,FALSE,2998.391041666668,TRUE,2,9,446,2,86,0,0,1,3,0,14.5,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,59.03,avoid_peak,D01JAN2024.xls,,0,2,,,66,66,14.0572802,76.8093009,121.33720201341904,121.33720201341904,ev_node_13238855163,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 10:00,2024,1,January,Q1,1,1,Monday,FALSE,10,10:00-11:00,14514.68,12167.2725,49.98,2347.407500000001,0.1929279959826659,14652.46,8100.0325,10877.49645833333,0.9905968008102396,FALSE,FALSE,638.7924999999996,0.9583333333333334,FALSE,3637.183541666667,TRUE,3,11,480,1,73,2,0,3,4,2,247.3333333333333,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,66.45,avoid_peak,D01JAN2024.xls,,0,3,,,132,220,13.393430200000001,77.20132895,44.93783990033384,1.1498383425143635,Honda e:swap,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 11:00,2024,1,January,Q1,1,1,Monday,FALSE,11,11:00-12:00,14456.195,12522.075,49.99,1934.119999999999,0.1544568292395628,14652.46,8100.0325,10877.49645833333,0.9866053208812718,FALSE,FALSE,-58.485,0.9166666666666666,FALSE,3578.698541666667,TRUE,18,27,1039,5,189,12,0,5,6,10,158.3333333333333,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,74.39,avoid_peak,D01JAN2024.xls,,5,13,16.666666666666668,20,121.84615384615384,220,14.50144961,75.72544286,97.99995025554824,12.966079562217823,Gogate Plaza,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 12:00,2024,1,January,Q1,1,1,Monday,FALSE,12,12:00-13:00,14652.46,12131.34,49.985,2521.119999999999,0.2078187570375572,14652.46,8100.0325,10877.49645833333,1,TRUE,FALSE,196.2649999999994,1,FALSE,3774.963541666666,TRUE,9,26,1096,3,144,6,0,5,6,4,280.2222222222222,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,78.91,avoid_peak,D01JAN2024.xls,,3,6,,,124.66666666666667,220,15.2676388,75.00114155,72.57444799860741,64.84178964023516,ev_way_1510242804,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 13:00,2024,1,January,Q1,1,1,Monday,FALSE,13,13:00-14:00,14309.115,11517.03,50.005,2792.084999999999,0.2424309913232838,14652.46,8100.0325,10877.49645833333,0.9765674159833913,FALSE,FALSE,-343.345,0.875,FALSE,3431.618541666667,TRUE,6,21,1250,1,120,0,0,1,5,6,102.8333333333333,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,68.09,avoid_peak,D01JAN2024.xls,,0,5,,,132,220,14.292353649999999,75.39019114999999,69.82751318068236,69.05746829455965,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 14:00,2024,1,January,Q1,1,1,Monday,FALSE,14,14:00-15:00,13725.4375,11409.62,49.995,2315.817500000001,0.2029706072594882,14652.46,8100.0325,10877.49645833333,0.9367326373864868,FALSE,FALSE,-583.6775,0.75,FALSE,2847.941041666667,TRUE,4,24,1135,1,112,3,0,3,6,1,222,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,63.14,avoid_peak,D01JAN2024.xls,,0,4,,,104.5,220,14.233839466666666,76.43728726666666,76.64103876072032,0.2147026611581856,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 15:00,2024,1,January,Q1,1,1,Monday,FALSE,15,15:00-16:00,13827.37,11304.61,50.14,2522.759999999998,0.2231620551261829,14652.46,8100.0325,10877.49645833333,0.943689319,FALSE,FALSE,101.9325,0.7916666666666666,FALSE,2949.873541666666,TRUE,8,22,942,4,94,4,0,6,6,4,246.875,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,63.39,avoid_peak,D01JAN2024.xls,,2,6,,,95.33333333333333,110,15.3696253,75.87307508,97.79434465833914,78.22681397374609,Gogate Plaza,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 16:00,2024,1,January,Q1,1,1,Monday,FALSE,16,16:00-17:00,13131.3325,11135.5,50.04,1995.8325,0.1792315118315298,14652.46,8100.0325,10877.49645833333,0.8961862035453433,FALSE,FALSE,-696.0375,0.7083333333333334,FALSE,2253.836041666667,TRUE,9,25,950,2,79,7,0,3,5,5,347.8888888888889,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,61.54,avoid_peak,D01JAN2024.xls,,0,9,,,102.66666666666667,220,14.563037733333333,76.15139576666667,71.60457504372461,0.2147026611581856,Tata Power TSS Sirsi,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 17:00,2024,1,January,Q1,1,1,Monday,FALSE,17,17:00-18:00,12125.4575,9686.09,50.13,2439.3675,0.2518423326646769,14652.46,8100.0325,10877.49645833333,0.8275373213781168,FALSE,FALSE,-1005.875,0.625,FALSE,1247.961041666667,TRUE,3,21,1135,1,161,2,0,3,4,1,381,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,54.22,neutral,D01JAN2024.xls,,1,2,,,233,400,14.390874400000001,76.5834674,153.43088997102507,113.11302810525076,Tata Power TSS Sirsi,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 18:00,2024,1,January,Q1,1,1,Monday,FALSE,18,18:00-19:00,10829.035,8317.880000000001,50.125,2511.154999999999,0.3018984404680037,14652.46,8100.0325,10877.49645833333,0.7390591750463745,FALSE,FALSE,-1296.4225,0.5833333333333334,TRUE,0,TRUE,4,19,1062,2,231,1,1,3,5,2,562.25,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,50.78,neutral,D01JAN2024.xls,,0,4,,,126.5,220,12.9360895,76.9292933,15.620045484369879,15.620045484369879,ev_node_13238855163,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 19:00,2024,1,January,Q1,1,1,Monday,FALSE,19,19:00-20:00,9200.41,8041.2275,49.99,1159.1825,0.1441549191339258,14652.46,8100.0325,10877.49645833333,0.6279088972090694,FALSE,FALSE,-1628.625,0.4583333333333333,TRUE,0,TRUE,1,19,1005,1,165,0,0,1,6,0,7,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,43.85,neutral,D01JAN2024.xls,,1,0,,,,,,,,,,thermal,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 20:00,2024,1,January,Q1,1,1,Monday,FALSE,20,20:00-21:00,8683.057499999999,7463.789999999999,49.98,1219.2675,0.1633576909318188,14652.46,8100.0325,10877.49645833333,0.592600662,FALSE,FALSE,-517.3525,0.4166666666666667,TRUE,0,TRUE,1,17,953,1,133,0,0,1,4,1,13,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,38.03,neutral,D01JAN2024.xls,,0,1,,,110,110,,,,,,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 21:00,2024,1,January,Q1,1,1,Monday,FALSE,21,21:00-22:00,8145.7175,7089.110000000001,50.015,1056.607499999999,0.1490465657889353,14652.46,8100.0325,10877.49645833333,0.5559283219336548,FALSE,FALSE,-537.34,0.083333333,TRUE,0,TRUE,2,17,912,1,130,1,0,2,3,1,6,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,18.06,recommended,D01JAN2024.xls,,0,2,,,88,110,13.1268764,78.1190045,45.172369602495486,45.172369602495486,ev_node_12432219066,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 22:00,2024,1,January,Q1,1,1,Monday,FALSE,22,22:00-23:00,8477.5775,7386.6725,50,1090.905,0.1476855783168944,14652.46,8100.0325,10877.49645833333,0.5785770785246982,FALSE,FALSE,331.8599999999997,0.3333333333333333,TRUE,0,TRUE,3,18,885,0,120,3,0,2,4,1,14.33333333333333,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,33.42,recommended,D01JAN2024.xls,,0,3,,,117.33333333333333,220,15.8079155,75.1412394,66.83240580479446,66.83240580479446,Gogate Plaza,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/01/24,01/01/24 23:00,2024,1,January,Q1,1,1,Monday,FALSE,23,23:00-00:00,8469.6075,7596.2625,49.985,873.3450000000003,0.1149703554873203,14652.46,8100.0325,10877.49645833333,0.578033143,FALSE,FALSE,-7.97,0.2916666666666667,FALSE,0,TRUE,2,16,808,1,134,0,0,1,4,0,16.5,111,47,51,1,6,49,190.6809309309309,TUMKUR,38,0.233179125,28.94,recommended,D01JAN2024.xls,,0,2,,,143,220,,,,,,,89.474614,54.196,15.518613999999996,0,0,19.76,0.6057137055656926,0.17344153057760042,0,0,thermal
01/02/24,01/02/24 0:00,2024,1,January,Q1,2,2,Tuesday,FALSE,0,00:00-01:00,8653.675,7227.4325,50.06,1426.242499999999,0.1973373670387097,15005.26,8421.775000000001,11247.17177083333,0.5767094338918486,FALSE,FALSE,,0.1666666666666667,FALSE,0,TRUE,1,12,678,1,120,0,0,1,3,0,1439,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,15.62,recommended,D02JAN2024.xls,,0,2,,,88,110,16.2350664,74.7918742,44.14016084695054,44.14016084695054,Gogate Plaza,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 1:00,2024,1,January,Q1,2,2,Tuesday,FALSE,1,01:00-02:00,8913.08,7193.434999999999,50.005,1719.645,0.2390575573422156,15005.26,8421.775000000001,11247.17177083333,0.5939970383718777,FALSE,FALSE,259.4050000000007,0.375,FALSE,0,TRUE,0,11,620,0,120,0,0,0,3,0,0,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,28.09,neutral,D02JAN2024.xls,,1,0,,,,,,,,,,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 2:00,2024,1,January,Q1,2,2,Tuesday,FALSE,2,02:00-03:00,8421.775000000001,6949.66,49.975,1472.115000000002,0.2118254705985619,15005.26,8421.775000000001,11247.17177083333,0.5612548532981103,FALSE,TRUE,-491.305,0.041666667,FALSE,0,TRUE,3,13,741,0,120,3,0,2,4,2,789.8611111111112,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,9.41,recommended,D02JAN2024.xls,,0,5,,,66,66,,,,,,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 3:00,2024,1,January,Q1,2,2,Tuesday,FALSE,3,03:00-04:00,8502.5525,6818.5075,50.025,1684.045,0.2469814691851553,15005.26,8421.775000000001,11247.17177083333,0.5666381322282986,FALSE,FALSE,80.77749999999833,0.125,FALSE,0,TRUE,2,15,806,2,146,0,0,2,5,1,13,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,14.67,recommended,D02JAN2024.xls,,2,1,,,110,110,13.5779068,75.9942004,109.61541857505259,109.61541857505259,ev_node_13238855163,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 4:00,2024,1,January,Q1,2,2,Tuesday,FALSE,4,04:00-05:00,8787.2775,6914.8025,50.05,1872.475,0.270792261,15005.26,8421.775000000001,11247.17177083333,0.5856131449904901,FALSE,FALSE,284.7250000000004,0.25,FALSE,0,TRUE,0,13,776.5833333333334,0,120,0,0,0,4,0,0,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,21.57,recommended,D02JAN2024.xls,,,,,,,,,,,,,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 5:00,2024,1,January,Q1,2,2,Tuesday,FALSE,5,05:00-06:00,9302.2125,7198.950000000001,50.015,2103.262499999999,0.2921623986831411,15005.26,8421.775000000001,11247.17177083333,0.6199301111743483,FALSE,FALSE,514.9349999999995,0.4166666666666667,FALSE,0,TRUE,0,11,660,0,120,0,0,0,4,0,0,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,31.01,neutral,D02JAN2024.xls,,,,,,,,,,,,,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 6:00,2024,1,January,Q1,2,2,Tuesday,FALSE,6,06:00-07:00,9462.455,7709.875,50.09,1752.58,0.2273162664764344,15005.26,8421.775000000001,11247.17177083333,0.6306091997073027,FALSE,FALSE,160.2425000000003,0.4583333333333333,FALSE,0,TRUE,9,19,733,4,154,4,0,4,5,2,91.55555555555556,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,36.67,neutral,D02JAN2024.xls,,0,5,,,136.4,220,14.5982149,75.30442980000001,89.82090076187701,59.12763526,Tata Power TSS Sirsi,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 7:00,2024,1,January,Q1,2,2,Tuesday,FALSE,7,07:00-08:00,11275.58,8403.945,50.095,2871.635,0.3417008321687018,15005.26,8421.775000000001,11247.17177083333,0.7514418277324085,FALSE,FALSE,1813.125,0.5416666666666666,FALSE,28.40822917,TRUE,4,17,694,2,186,2,0,2,4,3,1127,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,43.49,neutral,D02JAN2024.xls,,2,0,,,,,,,,,,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 8:00,2024,1,January,Q1,2,2,Tuesday,FALSE,8,08:00-09:00,12892.2225,9548.985,49.995,3343.237499999999,0.3501144362463653,15005.26,8421.775000000001,11247.17177083333,0.8591802141382423,FALSE,FALSE,1616.6425,0.6666666666666666,FALSE,1645.050729166667,TRUE,15,28,933,3,204,5,5,4,4,2,120.3333333333333,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,55.82,neutral,D02JAN2024.xls,,1,1,,,66,66,12.834493,76.7592317,14.99119322024795,14.99119322024795,ev_node_13238855163,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 9:00,2024,1,January,Q1,2,2,Tuesday,FALSE,9,09:00-10:00,13038.4125,9616.6175,49.975,3421.795,0.3558210566241197,15005.26,8421.775000000001,11247.17177083333,0.8689227977389263,FALSE,FALSE,146.1900000000005,0.7083333333333334,FALSE,1791.240729166668,TRUE,3,20,958,0,183,1,0,2,5,3,226.3333333333333,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,52.12,neutral,D02JAN2024.xls,,1,2,,,110,110,14.65831455,74.57395155,29.04316956480604,1.4109575851877196,Tata Power TSS Sirsi,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 10:00,2024,1,January,Q1,2,2,Tuesday,FALSE,10,10:00-11:00,14665.9975,12878.2525,50.065,1787.745000000001,0.138818912,15005.26,8421.775000000001,11247.17177083333,0.9773904284230998,FALSE,FALSE,1627.584999999999,0.9166666666666666,FALSE,3418.825729166667,TRUE,14,27,1300,1,125,8,0,4,6,12,253.6428571428571,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,70.37,avoid_peak,D02JAN2024.xls,,4,6,20,20,132,220,15.95405415,75.397272,65.69969091405146,49.509161500964325,ev_node_5305546325,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 11:00,2024,1,January,Q1,2,2,Tuesday,FALSE,11,11:00-12:00,15005.26,12943.18,50.025,2062.079999999998,0.1593178801500094,15005.26,8421.775000000001,11247.17177083333,1,TRUE,FALSE,339.2624999999989,1,FALSE,3758.088229166666,TRUE,17,43,2069,2,136,14,0,6,6,11,271.8235294117647,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,80.72,avoid_peak,D02JAN2024.xls,,0,5,,,92.4,110,15.578656766666667,75.0132371,66.34283021647012,12.966079562217823,Tata Power TSS Sirsi,,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 12:00,2024,1,January,Q1,2,2,Tuesday,FALSE,12,12:00-13:00,14901.0425,12683.535,50.03,2217.5075,0.1748335538948723,15005.26,8421.775000000001,11247.17177083333,0.9930546021861668,FALSE,FALSE,-104.2175,0.9583333333333334,FALSE,3653.870729166667,TRUE,14,52,2343,2,141,11,0,5,6,5,191.7142857142857,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,80.17,avoid_peak,D02JAN2024.xls,,5,6,15,20,95.33333333333333,110,15.28795548,75.10830663,74.52379981192739,49.217940571469214,Tata Power TSS Sirsi,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 13:00,2024,1,January,Q1,2,2,Tuesday,FALSE,13,13:00-14:00,14450.8125,12750.69,50.04,1700.122500000001,0.1333357253607453,15005.26,8421.775000000001,11247.17177083333,0.9630497905401174,FALSE,FALSE,-450.23,0.875,FALSE,3203.640729166667,TRUE,8,41,1838,2,73,5,1,3,6,4,27.5,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,72.47,avoid_peak,D02JAN2024.xls,,3,3,20,20,183.33333333333334,220,16.3638167,74.7735697,54.97491128556843,54.97491128556843,Gogate Plaza,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 14:00,2024,1,January,Q1,2,2,Tuesday,FALSE,14,14:00-15:00,14315.705,12656.5,50.075,1659.204999999998,0.1310950894797138,15005.26,8421.775000000001,11247.17177083333,0.9540457812793648,FALSE,FALSE,-135.1075,0.8333333333333334,FALSE,3068.533229166665,TRUE,9,39,1624,3,175,5,0,2,5,6,144.7777777777778,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,68.51,avoid_peak,D02JAN2024.xls,,2,3,20,20,66,66,16.1986743,75.4920369,72.34511687111832,72.34511687111832,ev_node_5305546325,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
01/02/24,01/02/24 15:00,2024,1,January,Q1,2,2,Tuesday,FALSE,15,15:00-16:00,14302.965,12588.24,50.02,1714.725,0.1362164210405903,15005.26,8421.775000000001,11247.17177083333,0.953196746,FALSE,FALSE,-12.74,0.7916666666666666,FALSE,3055.793229166668,TRUE,10,35,1608,2,200,6,0,4,6,6,229.8,139,38,74,7,6,76,248.4646282973621,BAGALKOT,41,0.2113244656073702,63.93,avoid_peak,D02JAN2024.xls,,1,1,,,66,66,,,,,,thermal,102.23593799999999,72.725,18.750938,0,0,10.76,0.7113447719333293,0.18340848009826058,0,0,thermal
