location_zone_key,outage_events_total,transformer_events_total,line_events_total,avg_nearest_ev_distance_km,avg_transformer_capacity_mva,avg_line_capacity_kv,lat,lon,outage_days,daily_outage_mean,daily_outage_p95,ev_service_gap_score,grid_reliability_stress_score,infra_capacity_pressure_score,priority_score_0_100,recommended_station_action
Mamadapura,75,24,51,33.72825949,19.583333333333332,109.13725490196079,16.5328876,75.5940518,32,2.34375,7.0,100.0,40.0,48.501063829787235,66.13,add_incremental_charging_capacity
Hunsur,107,1,106,90.52595177,,73.26415094339623,12.3131383,76.2904073,60,1.7833333333333334,4.0,100.0,24.810000000000002,69.23333333333333,65.99,add_incremental_charging_capacity
Navalgund,55,15,40,96.6110759,11.333333333333334,110.0,15.547533000000001,75.34031289999999,45,1.2222222222222223,2.799999999999997,100.0,19.349999999999987,76.58823529411764,65.92,add_incremental_charging_capacity
Vajamangala,91,4,87,73.4818275,12.5,119.10344827586206,12.3075089,76.73468,68,1.338235294117647,2.6499999999999986,100.0,18.879999999999995,77.05,65.87,add_incremental_charging_capacity
Aremallapur,7,5,2,99.17453377,10.0,110.0,14.6287599,75.7633178,4,1.75,3.549999999999999,100.0,16.009999999999998,80.3,65.68,add_incremental_charging_capacity
Sadalaga,64,26,37,45.99323527,14.23076923076923,110.0,16.5507453,74.532744,38,1.6842105263157894,4.299999999999997,100.0,28.81999999999999,61.766216216216215,65.53,add_incremental_charging_capacity
Laxmeshwar,57,33,24,86.83773249,12.727272727272727,110.0,15.1268635,75.460102,38,1.5,3.1499999999999986,100.0,25.409999999999997,66.45714285714286,65.51,add_incremental_charging_capacity
Bilagi,77,50,27,53.23427806,18.6,114.07407407407408,16.3415188,75.6285824,40,1.925,5.0,100.0,38.66,47.06075268817204,65.3,add_incremental_charging_capacity
Saundatti,139,0,139,64.96515254,,214.46043165467626,15.7560829,75.1093364,89,1.5617977528089888,2.0,100.0,19.12,74.18333333333334,65.24,add_incremental_charging_capacity
Raibagh,77,42,35,63.32090336,16.19047619047619,110.0,16.4893248,74.7606173,50,1.54,4.0,100.0,32.66,54.661764705882355,65.1,add_incremental_charging_capacity
Mathodu,69,9,57,98.86090778,12.5,141.64912280701753,13.7761592,76.411529,41,1.6829268292682926,3.0,100.0,19.77,72.55,65.06,add_incremental_charging_capacity
Sultanpur,51,32,19,76.0154135,15.0,110.0,16.4205185,75.0235566,25,2.04,4.799999999999997,100.0,31.279999999999987,56.18333333333334,64.99,add_incremental_charging_capacity
Lingasugur,88,0,88,94.14749299,,182.5,16.1696555,76.513668,49,1.7959183673469388,4.199999999999989,100.0,23.839999999999954,66.53333333333333,64.98,add_incremental_charging_capacity
Suvarna Soudha,41,16,25,13.085178179999998,11.25,110.0,15.817383,74.5687549,29,1.4137931034482758,2.599999999999998,100.0,17.679999999999993,74.86111111111111,64.9,add_incremental_charging_capacity
Hukkeri,79,24,55,35.25881324,17.391304347826086,118.0,16.2405531,74.5889914,39,2.0256410256410255,5.0,100.0,32.32,54.25,64.87,add_incremental_charging_capacity
Gulbarga,88,87,1,54.83459929,,220.0,17.3593776,76.8393951,88,1.0,1.0,100.0,32.79,53.483333333333334,64.85,add_incremental_charging_capacity
Naregal,25,6,19,138.5882271,10.0,110.0,15.5693383,75.802168,22,1.1363636363636365,2.0,100.0,11.5,82.85,64.74,add_incremental_charging_capacity
Arga,20,3,17,58.64371442,10.0,110.0,14.7730123,74.1567006,16,1.25,2.25,100.0,11.35,82.55,64.61,add_incremental_charging_capacity
Melligeri,25,4,21,59.24252618,10.0,115.23809523809524,16.3542341,75.4329286,22,1.1363636363636365,1.9499999999999993,100.0,10.799999999999997,83.15,64.57,add_incremental_charging_capacity
Athani,102,24,78,69.69586444,16.08695652173913,183.33333333333334,16.7091558,75.0701575,61,1.6721311475409837,3.0,100.0,26.16,61.42972972972973,64.51,add_incremental_charging_capacity
Thimmanahalli,16,1,15,65.77261293,10.0,212.66666666666666,13.5406625,76.6434494,13,1.2307692307692308,2.3999999999999986,100.0,11.129999999999994,82.25,64.46,add_incremental_charging_capacity
Annigeri,24,3,21,107.192897,10.0,125.71428571428571,15.4107562,75.4188657,22,1.0909090909090908,1.9499999999999993,100.0,10.469999999999997,83.15,64.45,add_incremental_charging_capacity
Mortagi,18,18,0,62.28216199,10.588235294117647,,17.0000279,76.4110491,14,1.2857142857142858,2.3499999999999996,100.0,15.339999999999998,75.55555555555556,64.26,add_incremental_charging_capacity
Honnavalli,20,2,18,58.62983495000001,10.0,110.0,13.3196698,76.3866922,16,1.25,2.0,100.0,10.1,82.7,64.21,add_incremental_charging_capacity
Kudachi,90,15,74,60.6027218,15.0,169.45945945945945,16.6140465,74.8568848,67,1.3432835820895523,3.0,100.0,22.95,64.43333333333334,64.14,add_incremental_charging_capacity
Navalagi,79,49,30,68.44234329,18.775510204081634,110.0,16.4672352,75.1841906,50,1.58,4.0,100.0,34.57,47.108695652173914,63.88,add_incremental_charging_capacity
Uttur,103,19,84,76.29671312,19.02777777777778,93.76190476190476,16.3141143,75.2241627,71,1.4507042253521127,4.0,100.0,28.990000000000002,54.643795620437956,63.81,add_incremental_charging_capacity
Gajendragad,111,26,85,123.7811042,16.153846153846153,110.0,15.7319109,75.9925285,86,1.2906976744186047,2.0,100.0,23.380000000000003,62.273809523809526,63.75,add_incremental_charging_capacity
Sira,92,2,90,88.72584146,,154.9777777777778,13.7594439,76.8777997,61,1.5081967213114753,3.0,100.0,19.86,66.83333333333334,63.66,add_incremental_charging_capacity
Nargund,12,1,11,94.38482076999999,10.0,110.0,15.7289879,75.3866475,10,1.2,2.0,100.0,9.21,81.65,63.64,add_incremental_charging_capacity
Alnavar,20,10,10,61.84225191,11.0,110.0,15.4128917,74.7450986,15,1.3333333333333333,2.599999999999998,100.0,14.499999999999991,74.22727272727273,63.63,add_incremental_charging_capacity
Devaragennur,8,6,2,38.84623093,10.0,110.0,16.5200138,75.5169798,5,1.6,2.0,100.0,10.14,80.3,63.62,add_incremental_charging_capacity
Manipal,71,0,71,35.90410333,,110.0,13.3318237,74.7881925,42,1.6904761904761905,4.0,100.0,21.68,63.983333333333334,63.58,add_incremental_charging_capacity
Naganur,10,2,8,59.69404743,10.0,110.0,16.3133383,74.9189967,7,1.4285714285714286,2.0,100.0,9.3,81.2,63.56,add_incremental_charging_capacity
Murdeswara,31,9,22,68.72321825,11.11111111111111,103.0,14.10033,74.5033199,20,1.55,2.200000000000003,100.0,13.530000000000012,75.3,63.56,add_incremental_charging_capacity
Ronihal,10,1,9,33.31539815,10.0,110.0,16.5138494,75.697002,7,1.4285714285714286,2.0,100.0,9.05,81.35,63.5,add_incremental_charging_capacity
Tuminakatte,6,6,0,86.09668624,10.0,,14.4152717,75.6116748,4,1.5,2.0,100.0,9.98,80.0,63.49,add_incremental_charging_capacity
Sagara,58,0,58,53.53970781,,109.24137931034483,14.1722403,75.0125187,36,1.6111111111111112,4.5,100.0,22.64,62.03333333333333,63.43,add_incremental_charging_capacity
Hampapura,109,1,108,93.96135402000002,,66.4074074074074,12.1215937,76.47171749999998,92,1.184782608695652,2.0,100.0,16.97,69.53333333333333,63.32,add_incremental_charging_capacity
Kudal Sangam,7,1,6,76.18343895,10.0,110.0,16.1962843,76.0271614,5,1.4,2.0,100.0,8.81,80.9,63.31,add_incremental_charging_capacity
Siddapura,8,7,1,32.0626597,10.0,66.0,14.3376806,74.8734907,7,1.1428571428571428,1.6999999999999993,100.0,9.189999999999998,80.15,63.25,add_incremental_charging_capacity
Tarihal,35,12,23,83.87268857,15.0,110.0,15.3651484,75.0497672,18,1.9444444444444444,5.0,100.0,25.8,56.78333333333334,63.23,add_incremental_charging_capacity
Kadanakoppa,56,31,25,74.81453382,14.516129032258064,110.0,15.2668218,75.0484062,40,1.4,3.0,100.0,24.23,58.861111111111114,63.2,add_incremental_charging_capacity
Talikoti,32,21,11,71.3444264,12.380952380952381,101.0,16.4818615,76.2893773,26,1.2307692307692308,2.75,100.0,18.810000000000002,66.26538461538462,63.15,add_incremental_charging_capacity
Malghan,69,13,56,65.06362827,16.153846153846153,110.0,17.0267182,76.2850446,39,1.7692307692307692,4.0,100.0,24.77,57.923809523809524,63.15,add_incremental_charging_capacity
Shiggaon Sub Station,12,5,7,59.78488619,10.0,188.57142857142858,15.0147699,75.2239546,11,1.0909090909090908,1.5,100.0,8.21,81.05,63.14,add_incremental_charging_capacity
Mudigere,43,0,43,93.15198948,,66.0,13.1379807,75.6434708,22,1.9545454545454546,4.949999999999999,100.0,23.24,59.78333333333334,63.08,add_incremental_charging_capacity
Hirekerur,82,17,65,63.79127593,15.882352941176471,113.38461538461539,14.450368700000002,75.4063055,59,1.3898305084745763,3.0,100.0,22.810000000000002,60.12037037037037,63.01,add_incremental_charging_capacity
Guledagudda,23,20,3,83.69347266,13.5,110.0,16.0654907,75.8081606,13,1.7692307692307692,4.0,100.0,22.84,59.709259259259255,62.92,add_incremental_charging_capacity
Hunagund,57,9,48,93.12226918000002,15.555555555555555,110.0,16.045548,76.0653959,33,1.7272727272727273,4.199999999999996,100.0,23.609999999999985,58.62857142857143,62.92,add_incremental_charging_capacity
Umachagi,19,1,18,21.0127558,10.0,116.11111111111111,14.813290999999998,74.8372539,18,1.0555555555555556,1.1499999999999986,100.0,6.369999999999994,82.7,62.9,add_incremental_charging_capacity
Singatalur,12,12,0,122.2597427,10.0,,15.066899299999998,75.8828396,12,1.0,1.0,100.0,7.96,80.0,62.79,add_incremental_charging_capacity
Daddi,26,8,18,19.0432958,11.25,110.0,16.0874133,74.4621461,22,1.1818181818181819,2.0,100.0,12.08,73.81111111111112,62.68,add_incremental_charging_capacity
Kavalwad,18,10,8,65.26484723,11.0,110.0,15.2106517,74.8702191,16,1.125,2.0,100.0,11.94,73.92727272727274,62.66,add_incremental_charging_capacity
Mulbagal,78,0,78,67.71905934,,66.0,13.158828099999997,78.3925388,57,1.368421052631579,3.0,100.0,18.240000000000002,65.03333333333333,62.64,add_incremental_charging_capacity
Halyal,31,15,16,73.2120748,12.666666666666666,110.0,15.3129406,74.7711488,23,1.3478260869565217,2.8999999999999986,100.0,17.829999999999995,65.55789473684212,62.63,add_incremental_charging_capacity
Mittemari,35,0,35,57.91917401,,136.0,13.6973305,77.8578047,17,2.0588235294117645,4.999999999999993,100.0,22.799999999999972,58.583333333333336,62.63,add_incremental_charging_capacity
Lokapur,36,22,14,84.08825583,12.272727272727273,110.0,16.1356512,75.3649048,25,1.44,2.0,100.0,16.38,67.28518518518517,62.55,add_incremental_charging_capacity
Munavalli,45,31,14,64.58904119,14.516129032258064,117.85714285714286,15.8472995,75.1271131,32,1.40625,3.0,100.0,23.35,57.211111111111116,62.48,add_incremental_charging_capacity
Bisnal,18,17,1,52.43489749,11.764705882352942,110.0,16.3899883,75.498105,12,1.5,2.4499999999999993,100.0,15.489999999999997,68.15,62.46,add_incremental_charging_capacity
Salagame,75,0,75,77.48073031,,66.0,13.0952121,76.0856512,41,1.829268292682927,3.0,100.0,18.0,64.58333333333334,62.45,add_incremental_charging_capacity
Karwar,79,4,75,55.25952607000001,20.0,167.2,14.809802600000001,74.1664707,44,1.7954545454545454,5.0,100.0,27.32,51.25,62.37,add_incremental_charging_capacity
Itagi,58,1,57,138.9806095,,77.57894736842105,14.9560036,76.0879394,35,1.6571428571428573,3.5999999999999943,100.0,19.289999999999978,61.88333333333333,62.22,add_incremental_charging_capacity
Muguru,49,1,48,82.27468594,,66.0,12.1237381,76.952726,35,1.4,4.0,100.0,20.17,60.53333333333333,62.19,add_incremental_charging_capacity
Itnal,74,29,45,67.67238303,17.24137931034483,110.0,16.3961409,74.9349289,50,1.48,3.0,100.0,25.17,53.15,62.1,add_incremental_charging_capacity
Gopankoppa,84,3,81,89.4641598,13.333333333333334,110.0,15.3793028,75.1395548,81,1.037037037037037,1.0,100.0,11.469999999999999,72.15,62.05,add_incremental_charging_capacity
Saidapur,8,1,7,28.43374707,10.0,110.0,16.5743934,77.2541242,8,1.0,1.0,100.0,4.89,81.05,61.97,add_incremental_charging_capacity
Vidyanagar,89,0,89,59.12763526,,66.0,12.5233586,75.015832,71,1.2535211267605635,2.0,100.0,15.120000000000001,66.68333333333334,61.96,add_incremental_charging_capacity
Dhavleshwar,10,9,1,74.45713009,11.11111111111111,110.0,16.3436169,75.0762814,8,1.25,2.0,100.0,11.05,72.15,61.9,add_incremental_charging_capacity
Devanagaon,5,1,4,74.11907163,10.0,110.0,17.1556508,76.3135089,5,1.0,1.0,100.0,4.65,80.6,61.78,add_incremental_charging_capacity
Rattihalli,41,31,10,74.61057296,15.161290322580646,110.0,14.4249224,75.5033731,30,1.3666666666666667,3.0999999999999943,100.0,23.42999999999998,54.26595744680851,61.77,add_incremental_charging_capacity
Narendra,211,6,205,65.81821798,100.0,211.78536585365853,15.498935,74.9519454,125,1.688,4.0,100.0,34.379999999999995,38.75,61.72,add_incremental_charging_capacity
MK Hubli,67,27,40,34.78848317,16.296296296296298,143.0,15.677049400000001,74.722299,48,1.3958333333333333,2.6499999999999986,100.0,22.709999999999994,55.090909090909086,61.72,add_incremental_charging_capacity
Hiriyuru,44,8,36,113.4956635,,147.27777777777777,13.9739831,76.6217661,29,1.5172413793103448,3.599999999999998,100.0,19.91999999999999,58.733333333333334,61.66,add_incremental_charging_capacity
Mandya Power Sub station,32,0,32,50.09167754,,66.0,12.5258647,76.8857412,18,1.7777777777777777,4.449999999999996,100.0,20.35999999999998,58.13333333333333,61.66,add_incremental_charging_capacity
Guttal,99,23,76,87.93095818,17.82608695652174,110.0,14.8402022,75.6281756,88,1.125,2.0,100.0,21.67,56.27804878048781,61.65,add_incremental_charging_capacity
Shirgaon,2,2,0,38.29002759,10.0,,16.242207,74.6774394,2,1.0,1.0,100.0,4.66,80.0,61.63,add_incremental_charging_capacity
Challakere,62,0,62,150.0984102,,204.33898305084745,14.3077527,76.6340638,40,1.55,3.0,100.0,16.96,62.63333333333333,61.59,add_incremental_charging_capacity
Mallat,50,7,43,78.22681397,,130.46511627906978,16.1352582,76.9283296,35,1.4285714285714286,3.299999999999997,100.0,18.94999999999999,59.78333333333334,61.58,add_incremental_charging_capacity
Jagalur,40,4,34,161.1264276,12.5,251.11764705882354,14.5145306,76.3344429,29,1.3793103448275863,2.0,100.0,12.2,69.1,61.54,add_incremental_charging_capacity
Mamdapurar,1,1,0,45.85970398,10.0,,16.0916688,74.9233012,1,1.0,1.0,100.0,4.33,80.0,61.52,add_incremental_charging_capacity
Mareguddi,1,1,0,59.0978753,10.0,,16.4384521,75.3221201,1,1.0,1.0,100.0,4.33,80.0,61.52,add_incremental_charging_capacity
Salahalli,17,10,7,76.7970058,14.0,110.0,16.0793118,75.2303538,10,1.7,4.0,100.0,19.86,58.192857142857136,61.5,add_incremental_charging_capacity
Hanbal,60,0,60,98.62414794,,66.0,13.0048264,75.703996,41,1.4634146341463414,3.0,100.0,16.8,62.333333333333336,61.46,add_incremental_charging_capacity
Periyapatna,65,2,63,98.9179213,,66.0,12.3229738,76.0964711,48,1.3541666666666667,2.6499999999999986,100.0,16.299999999999994,62.78333333333333,61.4,add_incremental_charging_capacity
Hanawala,22,0,22,156.7102443,,110.0,15.5202084,76.547284,12,1.8333333333333333,4.699999999999996,100.0,20.559999999999985,56.63333333333333,61.35,add_incremental_charging_capacity
Raichur,54,3,51,69.64607765,,114.31372549019608,16.2099249,77.3400523,41,1.3170731707317074,3.0,100.0,17.07,60.983333333333334,61.22,add_incremental_charging_capacity
Nandikur,35,0,35,15.39984454,,110.0,13.1470754,74.8044137,22,1.5909090909090908,3.9499999999999993,100.0,18.599999999999998,58.583333333333336,61.16,add_incremental_charging_capacity
Shimoga,75,0,75,113.73722879999998,,165.44,13.910644900000001,75.5975861,64,1.171875,2.0,100.0,14.0,64.58333333333334,61.05,add_incremental_charging_capacity
Ramapura,28,5,23,60.66903816,12.5,81.4,16.2942159,75.8922497,23,1.2173913043478262,2.0,100.0,11.49,67.45,60.88,add_incremental_charging_capacity
Kolar Sub Station,51,0,51,45.1723696,,72.03921568627452,13.1268764,78.1190045,39,1.3076923076923077,3.0,100.0,16.08,60.983333333333334,60.87,add_incremental_charging_capacity
Bailahongala,14,13,1,36.35894846,14.615384615384615,110.0,15.8024227,74.8426934,7,2.0,4.0,100.0,20.37,54.88684210526316,60.85,add_incremental_charging_capacity
Doni,68,5,63,124.2771427,,280.0,15.3287345,75.739838,47,1.446808510638298,2.0,100.0,14.690000000000001,62.78333333333333,60.84,add_incremental_charging_capacity
Balenahalli,21,4,17,146.7480842,12.5,120.3529411764706,14.266331399999999,76.5549886,15,1.4,2.299999999999999,100.0,11.879999999999995,66.55,60.8,add_incremental_charging_capacity
Konnur,37,0,37,102.9779194,,110.0,15.8531128,75.4888279,26,1.4230769230769231,3.5,100.0,16.96,58.88333333333333,60.66,add_incremental_charging_capacity
Mudiyanur,39,0,39,65.41957744,,66.0,13.2245271,78.3112979,28,1.3928571428571428,3.299999999999997,100.0,16.31999999999999,59.18333333333334,60.51,add_incremental_charging_capacity
Doddaguni,8,2,6,40.43489859,12.5,183.33333333333334,13.327228,76.7433669,6,1.3333333333333333,2.5,100.0,11.14,64.9,60.12,add_incremental_charging_capacity
Hangal,35,18,17,35.21604214,15.76923076923077,80.23529411764706,14.788144499999998,75.1218081,27,1.2962962962962963,3.0,100.0,19.3,53.28170731707317,60.08,add_incremental_charging_capacity
Kudligi,28,5,23,167.51241379999996,,81.30434782608695,14.8995068,76.3732556,18,1.5555555555555556,3.299999999999997,100.0,16.68999999999999,56.78333333333334,60.04,add_incremental_charging_capacity
Kalaghatagi,55,37,18,65.18112593,19.18918918918919,110.0,15.1931758,74.9881628,42,1.3095238095238095,2.9499999999999957,100.0,25.44999999999998,44.39014084507043,60.01,add_incremental_charging_capacity
Terdal,70,24,46,78.80202601,20.0,110.0,16.4874006,75.0586777,50,1.4,3.0,100.0,23.6,46.9,59.98,add_incremental_charging_capacity
Munirabad Sub Station,37,0,37,175.119737,,88.5945945945946,15.2666853,76.3298674,26,1.4230769230769231,3.0,100.0,14.96,58.88333333333333,59.96,add_incremental_charging_capacity
Mundagoda,22,16,6,44.62047481,13.75,110.0,14.9764608,75.0406613,16,1.375,2.25,100.0,14.76,59.08181818181818,59.94,add_incremental_charging_capacity
Hullenahalli,36,0,36,38.88232222,,78.83333333333333,13.1073988,77.1169053,24,1.5,3.0,100.0,14.879999999999999,58.733333333333334,59.89,add_incremental_charging_capacity
Attibele,54,1,53,16.59049879,,66.0,12.7792952,77.7435717,38,1.4210526315789473,2.0,100.0,12.57,61.28333333333333,59.72,add_incremental_charging_capacity
Nagenahalli,13,0,13,104.2441023,,110.0,13.4215353,75.9467762,8,1.625,3.9499999999999984,100.0,16.839999999999993,55.28333333333334,59.71,add_incremental_charging_capacity
Karkala,32,1,31,28.71886649,,110.0,13.1967826,74.975738,21,1.5238095238095237,3.0,100.0,14.81,57.983333333333334,59.68,add_incremental_charging_capacity
Ramadurga,21,4,17,83.08611532,15.0,110.0,15.94749,75.3059798,13,1.6153846153846154,3.3999999999999986,100.0,16.279999999999994,55.88333333333333,59.67,add_incremental_charging_capacity
Sathenahalli,54,0,54,49.78549775,,66.0,13.0596057,76.33908089999998,47,1.148936170212766,2.0,100.0,12.32,61.43333333333334,59.67,add_incremental_charging_capacity
Aigali,54,0,54,49.5091615,,110.0,16.7717336,75.2526408,49,1.1020408163265305,2.0,100.0,12.32,61.43333333333334,59.67,add_incremental_charging_capacity
Malur Substation,19,0,19,26.22144423,,82.21052631578948,13.0121925,77.9782607,9,2.111111111111111,3.5999999999999996,100.0,15.919999999999998,56.18333333333334,59.62,add_incremental_charging_capacity
Ponnampet,42,1,41,78.69075021,,66.0,12.1516768,75.9436145,32,1.3125,2.4499999999999993,100.0,13.409999999999997,59.483333333333334,59.56,add_incremental_charging_capacity
Sedam,23,0,23,40.83455746,,153.04347826086956,17.1464547,77.2923363,14,1.6428571428571428,3.3499999999999996,100.0,15.239999999999998,56.78333333333334,59.53,add_incremental_charging_capacity
Kadaganchii,21,1,20,70.50045013,,110.0,17.4442885,76.6696452,13,1.6153846153846154,3.3999999999999986,100.0,15.529999999999994,56.333333333333336,59.52,add_incremental_charging_capacity
Ugar,52,6,46,54.18735239,15.0,110.0,16.6629219,74.8197658,46,1.1304347826086956,1.75,100.0,12.66,60.233333333333334,59.49,add_incremental_charging_capacity
Magadi,37,0,37,23.5748727,,99.29729729729729,12.9226078,77.1846628,28,1.3214285714285714,2.6499999999999986,100.0,13.559999999999995,58.88333333333333,59.47,add_incremental_charging_capacity
Mukarthihal,27,19,8,45.04781253,16.31578947368421,110.0,16.4774772,75.9528189,19,1.4210526315789473,3.1999999999999957,100.0,19.709999999999983,50.23225806451614,59.46,add_incremental_charging_capacity
Yelanduru,50,1,49,86.12385196,,66.0,12.046363,77.0351033,45,1.1111111111111112,2.0,100.0,12.25,60.68333333333334,59.46,add_incremental_charging_capacity
Kushtagi,50,1,49,126.82303380000002,,116.73469387755102,15.7669735,76.1895442,41,1.2195121951219512,2.0,100.0,12.25,60.68333333333334,59.46,add_incremental_charging_capacity
Bidarekere,40,0,40,157.1483759,,204.6,14.4336547,76.2881651,31,1.2903225806451613,2.5,100.0,13.2,59.333333333333336,59.45,add_incremental_charging_capacity
Tamaka,39,0,39,49.24684242,,66.0,13.1259736,78.1607741,31,1.2580645161290323,2.5,100.0,13.120000000000001,59.18333333333334,59.39,add_incremental_charging_capacity
Shikaripura,38,0,38,69.05746829,,110.0,14.2591824,75.360288,30,1.2666666666666666,2.549999999999997,100.0,13.239999999999988,59.03333333333334,59.39,add_incremental_charging_capacity
Ramagiri Sub Station,28,0,28,122.3933236,,93.5,14.2815496,77.5120833,18,1.5555555555555556,3.0,100.0,14.24,57.53333333333334,59.37,add_incremental_charging_capacity
Ganjigunte,49,0,49,43.83257646,,66.0,13.4908086,77.9781184,39,1.2564102564102564,2.0,100.0,11.92,60.68333333333334,59.34,add_incremental_charging_capacity
KR Nagar,24,1,23,73.52576777,,66.0,12.4323077,76.3886957,19,1.263157894736842,3.099999999999998,100.0,14.569999999999991,56.78333333333334,59.3,add_incremental_charging_capacity
Kittadahalli,42,0,42,70.59755807,,110.0,14.3255249,75.4200943,35,1.2,2.299999999999997,100.0,12.559999999999988,59.63333333333333,59.3,add_incremental_charging_capacity
Babaleshwar,95,3,92,25.21716351,20.0,110.0,16.6373344,75.5658622,87,1.0919540229885059,2.0,100.0,16.35,53.8,59.17,add_incremental_charging_capacity
Kerur,80,8,72,91.22837325,18.75,110.0,16.0089056,75.5454795,68,1.1764705882352942,2.0,100.0,16.4,53.46666666666667,59.11,add_incremental_charging_capacity
Karajagi,6,1,5,74.61765416,,110.0,17.2806423,76.2190377,3,2.0,3.6999999999999997,100.0,15.53,54.083333333333336,58.96,add_incremental_charging_capacity
Hanamasagara,8,1,7,111.9521564,12.5,88.0,15.8622516,76.0611706,7,1.1428571428571428,1.6999999999999993,100.0,7.689999999999997,65.05,58.95,add_incremental_charging_capacity
Huliyurudurga,3,1,1,30.420788669999997,12.5,66.0,12.833128800000003,77.0337086,2,1.5,1.95,100.0,8.29,64.15,58.94,add_incremental_charging_capacity
Jigani Substation,6,0,6,15.36404074,,91.66666666666667,12.7756028,77.6448843,3,2.0,3.6999999999999997,100.0,15.28,54.233333333333334,58.91,add_incremental_charging_capacity
Manvi,10,0,10,91.09624169,,110.0,15.9930078,77.052982,6,1.6666666666666667,3.5,100.0,14.8,54.833333333333336,58.89,add_incremental_charging_capacity
Hiriyadka,41,0,41,38.52053322,,112.6829268292683,13.346543200000001,74.8736323,36,1.1388888888888888,2.0,100.0,11.280000000000001,59.483333333333334,58.82,add_incremental_charging_capacity
Hosadurga,84,15,68,112.68166330000001,25.3125,149.13432835820896,13.8280023,76.2403831,54,1.5555555555555556,3.3499999999999943,100.0,23.869999999999976,41.80493827160494,58.81,add_incremental_charging_capacity
Chitapur,12,1,11,29.57515644,,110.0,17.1315748,77.0914022,8,1.5,3.299999999999999,100.0,14.409999999999997,54.983333333333334,58.79,add_incremental_charging_capacity
Sirigeri Cross,12,0,12,157.4354046,,110.0,15.4109111,76.9024619,8,1.5,3.299999999999999,100.0,14.159999999999997,55.13333333333333,58.74,add_incremental_charging_capacity
Nidagundi,15,12,3,54.75201855,16.666666666666668,110.0,16.3649066,75.9288878,10,1.5,3.649999999999997,100.0,18.799999999999986,48.45,58.69,add_incremental_charging_capacity
Gudekote,35,3,32,193.7487518,,70.8125,14.8282948,76.6307872,28,1.25,2.0,100.0,11.55,58.13333333333333,58.58,add_incremental_charging_capacity
Maralavadi,37,0,37,25.90875698,,66.0,12.6128738,77.5110717,32,1.15625,2.0,100.0,10.96,58.88333333333333,58.56,add_incremental_charging_capacity
Kaladagi,41,32,9,72.34511687,18.125,110.0,16.1986743,75.4920369,35,1.1714285714285715,2.299999999999997,100.0,20.47999999999999,45.48793103448276,58.54,add_incremental_charging_capacity
Arehalli,36,0,36,106.5239999,,66.0,13.0539446,75.8094093,30,1.2,2.0,100.0,10.879999999999999,58.733333333333334,58.49,add_incremental_charging_capacity
Kanakapura,57,0,57,27.43098647,,201.08771929824562,12.5349855,77.4211698,50,1.14,1.0,100.0,8.56,61.88333333333333,58.47,add_incremental_charging_capacity
Mundaragi,34,19,15,129.8722327,17.894736842105264,117.33333333333333,15.218175999999998,75.8824146,23,1.4782608695652173,2.8999999999999986,100.0,19.069999999999993,46.955882352941174,58.41,add_incremental_charging_capacity
Anekal,28,0,28,20.17063171,,66.0,12.7431768,77.7074158,18,1.5555555555555556,2.299999999999997,100.0,11.439999999999989,57.53333333333334,58.39,add_incremental_charging_capacity
Lingadahalli,33,2,31,129.1546301,,120.64516129032258,14.1802165,77.0594303,25,1.32,2.0,100.0,11.14,57.983333333333334,58.39,add_incremental_charging_capacity
Gundlupet,19,0,19,89.58099697,,66.0,11.833832,76.675702,14,1.3571428571428572,2.6999999999999993,100.0,12.319999999999997,56.18333333333334,58.36,add_incremental_charging_capacity
Madhuvana,34,0,34,56.58621425,,110.0,13.5155716,74.744099,27,1.2592592592592593,2.0,100.0,10.72,58.43333333333334,58.36,add_incremental_charging_capacity
Tekkalkote,23,0,23,146.135606,,110.0,15.518070699999999,76.880122,16,1.4375,2.5,100.0,11.84,56.78333333333334,58.34,add_incremental_charging_capacity
Soraba,32,0,32,39.25791215,,110.0,14.3725992,75.097211,28,1.1428571428571428,2.0,100.0,10.56,58.13333333333333,58.23,add_incremental_charging_capacity
Bangarapete,32,0,32,40.10824704,,66.0,12.9871028,78.1672492,28,1.1428571428571428,2.0,100.0,10.56,58.13333333333333,58.23,add_incremental_charging_capacity
Chelur,32,0,32,54.37963798,,181.5,13.4411631,76.9084363,28,1.1428571428571428,2.0,100.0,10.56,58.13333333333333,58.23,add_incremental_charging_capacity
Somanahalli Substation,32,0,32,12.81762881,,70.8125,12.7845212,77.5073671,29,1.103448275862069,2.0,100.0,10.56,58.13333333333333,58.23,add_incremental_charging_capacity
Sankeshwara,24,10,14,36.2145517,15.0,110.0,16.2531992,74.4999809,17,1.411764705882353,2.0,100.0,12.42,55.43333333333334,58.21,add_incremental_charging_capacity
